,Unnamed: 0,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,SessionTypeMobility/Recovery,SessionTypeGame,SessionTypeSkills,SessionTypeConditioning,SessionTypeStrength,SessionTypeCombat,SessionTypeSpeed,SessionTypeUnknown,BestOutOfMyselfNotAtAll,BestOutOfMyselfAbsolutely,BestOutOfMyselfSomewhat,BestOutOfMyselfUnknown
8399,8399,2017-08-20,8,0,,0.0,0.0,0.0,0.0,408.6,333.93,1.22,0.0,0.0,Somewhat,0,0,0,0,0,0,0,1,0,0,1,0
8400,8400,2017-08-20,9,1,Strength,90.0,5.0,450.0,820.0,267.1,231.43,1.15,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
8401,8401,2017-08-20,9,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1
8402,8402,2017-08-20,9,1,Mobility/Recovery,20.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1
8403,8403,2017-08-20,11,0,,0.0,0.0,0.0,0.0,422.9,289.46,1.46,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
8404,8404,2017-08-20,12,0,,0.0,0.0,0.0,0.0,317.9,243.57,1.31,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8405,8405,2017-08-20,13,1,Mobility/Recovery,60.0,0.0,0.0,0.0,529.3,461.25,1.15,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0
8406,8406,2017-08-20,15,0,,0.0,0.0,0.0,0.0,9.3,187.86,0.05,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8407,8407,2017-08-20,16,0,,0.0,0.0,0.0,0.0,51.4,27.32,1.88,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8408,8408,2017-08-19,1,0,,0.0,0.0,0.0,0.0,352.4,133.11,2.65,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8409,8409,2017-08-19,2,0,,0.0,0.0,0.0,0.0,297.9,74.46,4.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8410,8410,2017-08-19,3,0,,0.0,0.0,0.0,0.0,670.7,430.54,1.56,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
8411,8411,2017-08-19,5,0,,0.0,0.0,0.0,0.0,102.9,129.64,0.79,0.0,0.0,Not at all,0,0,0,0,0,0,0,1,1,0,0,0
8412,8412,2017-08-19,6,0,,0.0,0.0,0.0,0.0,267.1,66.79,4.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8413,8413,2017-08-19,7,0,,0.0,0.0,0.0,0.0,587.9,308.75,1.9,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8414,8414,2017-08-19,8,0,,0.0,0.0,0.0,0.0,552.9,333.93,1.66,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8415,8415,2017-08-19,10,0,,0.0,0.0,0.0,0.0,370.7,258.39,1.43,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
8416,8416,2017-08-19,11,0,,0.0,0.0,0.0,0.0,572.9,289.46,1.98,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
8417,8417,2017-08-19,12,0,,0.0,0.0,0.0,0.0,429.3,243.57,1.76,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8418,8418,2017-08-19,13,0,,0.0,0.0,0.0,0.0,709.3,461.25,1.54,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0
8419,8419,2017-08-19,15,0,,0.0,0.0,0.0,0.0,119.3,187.86,0.64,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8420,8420,2017-08-19,16,0,,0.0,0.0,0.0,0.0,51.4,27.32,1.88,0.0,0.0,Somewhat,0,0,0,0,0,0,0,1,0,0,1,0
8421,8421,2017-08-18,1,1,Speed,60.0,4.0,240.0,1245.0,352.4,133.11,2.65,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
8422,8422,2017-08-18,1,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8423,8423,2017-08-18,1,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8424,8424,2017-08-18,1,1,Mobility/Recovery,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8425,8425,2017-08-18,2,1,Conditioning,50.0,6.0,300.0,1175.0,297.9,74.46,4.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8426,8426,2017-08-18,2,1,Conditioning,60.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8427,8427,2017-08-18,2,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8428,8428,2017-08-18,2,1,Mobility/Recovery,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8429,8429,2017-08-18,3,1,Speed,45.0,5.0,225.0,1485.0,670.7,430.54,1.56,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
8430,8430,2017-08-18,3,1,Strength,120.0,8.0,960.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8431,8431,2017-08-18,3,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
8432,8432,2017-08-18,4,1,Speed,50.0,4.0,200.0,1220.0,537.1,322.32,1.67,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
8433,8433,2017-08-18,4,1,Strength,120.0,6.0,720.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8434,8434,2017-08-18,4,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
8435,8435,2017-08-18,6,1,Speed,45.0,3.0,135.0,1170.0,267.1,66.79,4.0,8.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1
8436,8436,2017-08-18,6,1,Strength,105.0,7.0,735.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1
8437,8437,2017-08-18,6,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1
8438,8438,2017-08-18,7,1,Speed,50.0,4.0,200.0,1340.0,587.9,308.75,1.9,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
8439,8439,2017-08-18,7,1,Strength,100.0,9.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8440,8440,2017-08-18,7,1,Conditioning,60.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8441,8441,2017-08-18,8,1,Speed,60.0,4.0,240.0,1260.0,570.0,333.93,1.71,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
8442,8442,2017-08-18,8,1,Strength,90.0,8.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8443,8443,2017-08-18,8,1,Conditioning,50.0,6.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8444,8444,2017-08-18,9,0,,0.0,0.0,0.0,0.0,262.9,202.14,1.3,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8445,8445,2017-08-18,10,1,Speed,20.0,1.0,20.0,1020.0,370.7,258.39,1.43,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
8446,8446,2017-08-18,10,1,Strength,100.0,7.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8447,8447,2017-08-18,10,1,Conditioning,50.0,6.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8448,8448,2017-08-18,11,1,Speed,60.0,3.0,180.0,865.0,572.9,289.46,1.98,7.0,7.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
8449,8449,2017-08-18,11,1,Strength,105.0,6.0,630.0,0.0,0.0,0.0,0.0,7.0,7.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8450,8450,2017-08-18,11,1,Skills,15.0,1.0,15.0,0.0,0.0,0.0,0.0,7.0,7.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
8451,8451,2017-08-18,11,1,Conditioning,20.0,2.0,40.0,0.0,0.0,0.0,0.0,7.0,7.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8452,8452,2017-08-18,12,1,Speed,60.0,3.0,180.0,815.0,429.3,243.57,1.76,7.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1
8453,8453,2017-08-18,12,1,Strength,100.0,5.0,500.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
8454,8454,2017-08-18,12,1,Conditioning,45.0,3.0,135.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1
8455,8455,2017-08-18,13,1,Speed,45.0,5.0,225.0,1545.0,709.3,461.25,1.54,9.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
8456,8456,2017-08-18,13,1,Strength,120.0,7.0,840.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8457,8457,2017-08-18,13,1,Conditioning,60.0,8.0,480.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8458,8458,2017-08-18,14,1,Speed,45.0,3.0,135.0,1515.0,612.4,377.21,1.62,8.0,6.0,,0,0,0,0,0,0,1,0,0,0,0,1
8459,8459,2017-08-18,14,1,Strength,120.0,8.0,960.0,0.0,0.0,0.0,0.0,8.0,6.0,,0,0,0,0,1,0,0,0,0,0,0,1
8460,8460,2017-08-18,14,1,Conditioning,60.0,7.0,420.0,0.0,0.0,0.0,0.0,8.0,6.0,,0,0,0,1,0,0,0,0,0,0,0,1
8461,8461,2017-08-18,15,1,Mobility/Recovery,30.0,0.0,15.0,15.0,119.3,187.86,0.64,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8462,8462,2017-08-18,16,1,Strength,60.0,2.0,120.0,120.0,34.3,23.04,1.49,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8463,8463,2017-08-18,17,1,Mobility/Recovery,60.0,0.0,30.0,330.0,179.3,98.21,1.83,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8464,8464,2017-08-18,17,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8465,8465,2017-08-17,1,1,Strength,60.0,4.0,240.0,510.0,174.6,88.64,1.97,5.0,7.0,Somewhat,0,0,0,0,1,0,0,0,0,0,1,0
8466,8466,2017-08-17,1,1,Skills,90.0,3.0,270.0,0.0,0.0,0.0,0.0,5.0,7.0,Somewhat,0,0,1,0,0,0,0,0,0,0,1,0
8467,8467,2017-08-17,2,1,Strength,90.0,7.0,630.0,870.0,130.0,32.5,4.0,9.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
8468,8468,2017-08-17,2,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,9.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1
8469,8469,2017-08-17,2,1,Speed,20.0,3.0,60.0,0.0,0.0,0.0,0.0,9.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1
8470,8470,2017-08-17,3,1,Speed,30.0,4.0,120.0,870.0,636.4,377.5,1.69,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
8471,8471,2017-08-17,3,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8472,8472,2017-08-17,3,1,Skills,90.0,5.0,450.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8473,8473,2017-08-17,4,1,Strength,90.0,4.0,360.0,720.0,362.9,278.75,1.3,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8474,8474,2017-08-17,4,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8475,8475,2017-08-17,6,1,Speed,20.0,4.0,80.0,600.0,100.0,25.0,4.0,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
8476,8476,2017-08-17,6,1,Strength,40.0,4.0,160.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8477,8477,2017-08-17,6,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8478,8478,2017-08-17,7,1,Strength,60.0,5.0,300.0,525.0,396.4,260.89,1.52,6.0,6.0,,0,0,0,0,1,0,0,0,0,0,0,1
8479,8479,2017-08-17,7,1,Skills,75.0,3.0,225.0,0.0,0.0,0.0,0.0,6.0,6.0,,0,0,1,0,0,0,0,0,0,0,0,1
8480,8480,2017-08-17,8,1,Strength,60.0,6.0,360.0,600.0,390.0,288.93,1.35,9.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8481,8481,2017-08-17,8,1,Skills,60.0,4.0,240.0,0.0,0.0,0.0,0.0,9.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8482,8482,2017-08-17,9,1,Conditioning,40.0,5.0,200.0,200.0,262.9,202.14,1.3,10.0,10.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8483,8483,2017-08-17,9,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8484,8484,2017-08-17,10,1,Strength,60.0,3.0,180.0,315.0,225.0,221.96,1.01,0.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8485,8485,2017-08-17,10,1,Skills,45.0,3.0,135.0,0.0,0.0,0.0,0.0,0.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8486,8486,2017-08-17,11,1,Conditioning,60.0,5.0,300.0,990.0,449.3,258.57,1.74,9.0,10.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8487,8487,2017-08-17,11,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,9.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8488,8488,2017-08-17,11,1,Skills,50.0,3.0,150.0,0.0,0.0,0.0,0.0,9.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
8489,8489,2017-08-17,12,1,Strength,90.0,5.0,450.0,750.0,312.9,214.46,1.46,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8490,8490,2017-08-17,12,1,Skills,75.0,4.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8491,8491,2017-08-17,13,1,Strength,90.0,6.0,540.0,990.0,488.6,406.07,1.2,7.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8492,8492,2017-08-17,13,1,Skills,90.0,5.0,450.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8493,8493,2017-08-17,14,1,Speed,15.0,2.0,30.0,660.0,396.0,323.11,1.23,10.0,9.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0
8494,8494,2017-08-17,14,1,Strength,45.0,6.0,270.0,0.0,0.0,0.0,0.0,10.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8495,8495,2017-08-17,14,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,10.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
8496,8496,2017-08-17,16,1,Strength,50.0,2.0,100.0,120.0,34.3,23.04,1.49,10.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8497,8497,2017-08-17,16,1,Mobility/Recovery,40.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8498,8498,2017-08-16,1,1,Mobility/Recovery,45.0,0.0,22.0,22.0,101.7,70.43,1.44,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8499,8499,2017-08-16,2,1,Mobility/Recovery,40.0,1.0,40.0,40.0,5.7,1.43,3.99,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8500,8500,2017-08-16,3,1,Mobility/Recovery,60.0,3.0,180.0,240.0,512.1,346.43,1.48,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1
8501,8501,2017-08-16,3,1,Mobility/Recovery,30.0,2.0,60.0,0.0,0.0,0.0,0.0,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1
8502,8502,2017-08-16,4,1,Mobility/Recovery,60.0,0.0,30.0,30.0,401.4,253.04,1.59,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1
8503,8503,2017-08-16,6,1,Mobility/Recovery,50.0,2.0,100.0,100.0,14.3,3.57,4.01,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8504,8504,2017-08-16,7,1,Mobility/Recovery,60.0,1.0,60.0,60.0,491.4,242.14,2.03,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8505,8505,2017-08-16,8,1,Mobility/Recovery,60.0,0.0,30.0,30.0,472.9,267.5,1.77,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8506,8506,2017-08-16,9,1,Strength,60.0,4.0,240.0,310.0,332.9,195.0,1.71,9.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8507,8507,2017-08-16,9,1,Conditioning,20.0,3.0,60.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8508,8508,2017-08-16,9,1,Mobility/Recovery,20.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8509,8509,2017-08-16,10,1,Mobility/Recovery,60.0,2.0,120.0,120.0,261.4,210.71,1.24,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8510,8510,2017-08-16,11,1,Conditioning,45.0,3.0,135.0,405.0,436.4,223.21,1.96,0.0,0.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8511,8511,2017-08-16,11,1,Mobility/Recovery,90.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8512,8512,2017-08-16,12,1,Mobility/Recovery,60.0,1.0,60.0,60.0,334.3,187.68,1.78,8.0,8.0,,1,0,0,0,0,0,0,0,0,0,0,1
8513,8513,2017-08-16,13,1,Mobility/Recovery,60.0,0.0,0.0,0.0,557.1,370.71,1.5,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8514,8514,2017-08-16,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8515,8515,2017-08-16,14,1,Mobility/Recovery,45.0,0.0,22.0,22.0,471.0,299.54,1.57,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8516,8516,2017-08-16,15,1,Mobility/Recovery,50.0,1.0,50.0,50.0,117.1,187.32,0.63,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8517,8517,2017-08-16,16,0,,0.0,0.0,0.0,0.0,36.4,18.75,1.94,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1
8518,8518,2017-08-16,17,1,Mobility/Recovery,60.0,0.0,30.0,30.0,132.1,86.43,1.53,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1
8519,8519,2017-08-15,3,1,Strength,90.0,8.0,720.0,1080.0,586.4,337.86,1.74,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8520,8520,2017-08-15,3,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
8521,8521,2017-08-15,4,1,Strength,110.0,6.0,660.0,1020.0,512.9,251.96,2.04,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8522,8522,2017-08-15,4,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
8523,8523,2017-08-15,5,1,Strength,60.0,5.0,300.0,300.0,244.3,129.64,1.88,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8524,8524,2017-08-15,7,1,Strength,105.0,7.0,735.0,1035.0,604.3,240.0,2.52,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8525,8525,2017-08-15,7,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8526,8526,2017-08-15,8,1,Strength,90.0,8.0,720.0,970.0,562.9,266.43,2.11,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8527,8527,2017-08-15,8,1,Conditioning,50.0,5.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8528,8528,2017-08-15,9,1,Strength,90.0,5.0,450.0,540.0,288.6,183.93,1.57,9.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8529,8529,2017-08-15,9,1,Mobility/Recovery,30.0,3.0,90.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8530,8530,2017-08-15,10,1,Strength,100.0,6.0,600.0,690.0,276.4,206.43,1.34,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8531,8531,2017-08-15,10,1,Conditioning,30.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8532,8532,2017-08-15,11,1,Mobility/Recovery,35.0,2.0,70.0,700.0,486.4,208.75,2.33,8.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0
8533,8533,2017-08-15,11,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8534,8534,2017-08-15,11,1,Skills,45.0,2.0,90.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0
8535,8535,2017-08-15,12,1,Strength,90.0,4.0,360.0,600.0,411.4,185.54,2.22,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
8536,8536,2017-08-15,12,1,Conditioning,60.0,4.0,240.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1
8537,8537,2017-08-15,13,1,Strength,90.0,7.0,630.0,1170.0,668.6,370.71,1.8,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8538,8538,2017-08-15,13,1,Conditioning,60.0,9.0,540.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1
8539,8539,2017-08-15,14,1,Strength,120.0,7.0,840.0,1260.0,569.3,298.75,1.91,9.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
8540,8540,2017-08-15,14,1,Conditioning,60.0,7.0,420.0,0.0,0.0,0.0,0.0,9.0,10.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0
8541,8541,2017-08-15,16,1,Strength,60.0,2.0,120.0,120.0,36.4,18.75,1.94,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
8542,8542,2017-08-15,17,1,Strength,70.0,4.0,280.0,580.0,205.0,85.36,2.4,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8543,8543,2017-08-15,17,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1
8544,8544,2017-08-14,1,1,Speed,60.0,4.0,240.0,690.0,98.6,69.64,1.42,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
8545,8545,2017-08-14,1,1,Strength,90.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8546,8546,2017-08-14,3,1,Speed,60.0,5.0,300.0,1020.0,470.7,299.29,1.57,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
8547,8547,2017-08-14,3,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8548,8548,2017-08-14,3,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8549,8549,2017-08-14,4,1,Speed,50.0,4.0,200.0,770.0,367.1,215.54,1.7,8.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1
8550,8550,2017-08-14,4,1,Strength,90.0,5.0,450.0,0.0,0.0,0.0,0.0,8.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1
8551,8551,2017-08-14,4,1,Skills,60.0,2.0,120.0,0.0,0.0,0.0,0.0,8.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1
8552,8552,2017-08-14,5,1,Speed,30.0,4.0,120.0,420.0,201.4,118.93,1.69,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1
8553,8553,2017-08-14,5,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1
8554,8554,2017-08-14,7,1,Speed,60.0,5.0,300.0,1155.0,465.0,203.04,2.29,7.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1
8555,8555,2017-08-14,7,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1
8556,8556,2017-08-14,7,1,Skills,75.0,3.0,225.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1
8557,8557,2017-08-14,8,1,Speed,60.0,4.0,240.0,1010.0,432.9,231.79,1.87,5.0,4.0,,0,0,0,0,0,0,1,0,0,0,0,1
8558,8558,2017-08-14,8,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,5.0,4.0,,0,0,0,0,1,0,0,0,0,0,0,1
8559,8559,2017-08-14,8,1,Skills,70.0,2.0,140.0,0.0,0.0,0.0,0.0,5.0,4.0,,0,0,1,0,0,0,0,0,0,0,0,1
8560,8560,2017-08-14,9,1,Strength,90.0,7.0,630.0,790.0,282.9,164.64,1.72,10.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0
