,Unnamed: 0,Unnamed: 0.1,Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself,SessionTypeMobility/Recovery,SessionTypeGame,SessionTypeSkills,SessionTypeConditioning,SessionTypeStrength,SessionTypeCombat,SessionTypeSpeed,SessionTypeUnknown,BestOutOfMyselfNotAtAll,BestOutOfMyselfAbsolutely,BestOutOfMyselfSomewhat,BestOutOfMyselfUnknown,TimeSinceAugFirst
8261,8261,8261,2017-08-24,6,1,Speed,20.0,3.0,60.0,588.0,404.0,167.79,2.41,7.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1,23
8262,8262,8262,2017-08-24,6,1,Strength,40.0,4.0,160.0,0.0,0.0,0.0,0.0,7.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8263,8263,8263,2017-08-24,6,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,7.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8264,8264,8264,2017-08-24,6,1,Mobility/Recovery,15.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1,23
8265,8265,8265,2017-08-24,7,1,Strength,60.0,5.0,300.0,660.0,421.4,414.11,1.02,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8266,8266,8266,2017-08-24,7,1,Skills,90.0,4.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8267,8267,8267,2017-08-24,8,1,Strength,60.0,7.0,420.0,645.0,399.3,433.75,0.92,5.0,4.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8268,8268,8268,2017-08-24,8,1,Skills,75.0,3.0,225.0,0.0,0.0,0.0,0.0,5.0,4.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8269,8269,8269,2017-08-24,9,0,,0.0,0.0,0.0,0.0,262.9,267.86,0.98,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,23
8270,8270,8270,2017-08-24,10,1,Strength,90.0,3.0,270.0,540.0,330.0,340.89,0.97,8.0,10.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8271,8271,8271,2017-08-24,10,1,Skills,90.0,3.0,270.0,0.0,0.0,0.0,0.0,8.0,10.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8272,8272,8272,2017-08-24,11,1,Conditioning,80.0,7.0,560.0,1400.0,515.0,418.21,1.23,8.0,9.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,23
8273,8273,8273,2017-08-24,11,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,23
8274,8274,8274,2017-08-24,11,1,Mobility/Recovery,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,23
8275,8275,8275,2017-08-24,11,1,Skills,60.0,2.0,120.0,0.0,0.0,0.0,0.0,8.0,9.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,23
8276,8276,8276,2017-08-24,12,1,Speed,20.0,2.0,40.0,355.0,252.1,306.61,0.82,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,23
8277,8277,8277,2017-08-24,12,1,Strength,45.0,3.0,135.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8278,8278,8278,2017-08-24,12,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8279,8279,8279,2017-08-24,13,1,Strength,70.0,6.0,420.0,870.0,470.0,578.75,0.81,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8280,8280,8280,2017-08-24,13,1,Speed,90.0,5.0,450.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,23
8281,8281,8281,2017-08-24,14,1,Speed,15.0,3.0,45.0,675.0,415.0,480.96,0.86,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,23
8282,8282,8282,2017-08-24,14,1,Strength,45.0,4.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8283,8283,8283,2017-08-24,14,1,Skills,90.0,5.0,450.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8284,8284,8284,2017-08-24,16,1,Speed,30.0,3.0,90.0,420.0,173.9,70.79,2.46,9.0,9.0,,0,0,0,0,0,0,1,0,0,0,0,1,23
8285,8285,8285,2017-08-24,16,1,Strength,75.0,4.0,300.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8286,8286,8286,2017-08-24,16,1,Skills,80.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8287,8287,8287,2017-08-24,16,1,Mobility/Recovery,30.0,1.0,30.0,0.0,0.0,0.0,0.0,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1,23
8288,8288,8288,2017-08-24,17,1,Strength,60.0,4.0,240.0,420.0,185.0,144.46,1.28,5.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,23
8289,8289,8289,2017-08-24,17,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,5.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,23
8290,8290,8290,2017-08-23,1,1,Mobility/Recovery,40.0,0.0,0.0,0.0,427.9,195.61,2.19,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,22
8291,8291,8291,2017-08-23,2,1,Mobility/Recovery,45.0,1.0,45.0,45.0,377.1,126.79,2.97,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8292,8292,8292,2017-08-23,3,1,Mobility/Recovery,60.0,3.0,180.0,270.0,529.3,509.82,1.04,8.0,8.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8293,8293,8293,2017-08-23,3,1,Mobility/Recovery,30.0,3.0,90.0,0.0,0.0,0.0,0.0,8.0,8.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8294,8294,8294,2017-08-23,4,1,Mobility/Recovery,60.0,0.0,30.0,30.0,447.1,390.54,1.14,8.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8295,8295,8295,2017-08-23,5,1,Mobility/Recovery,60.0,0.0,30.0,30.0,167.1,171.43,0.97,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8296,8296,8296,2017-08-23,6,1,Mobility/Recovery,60.0,1.0,60.0,60.0,487.1,146.79,3.32,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,22
8297,8297,8297,2017-08-23,7,1,Mobility/Recovery,45.0,2.0,90.0,90.0,518.6,390.54,1.33,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8298,8298,8298,2017-08-23,8,1,Mobility/Recovery,60.0,1.0,60.0,60.0,487.1,410.71,1.19,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8299,8299,8299,2017-08-23,9,1,Strength,60.0,5.0,300.0,300.0,262.9,267.86,0.98,9.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,22
8300,8300,8300,2017-08-23,9,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,22
8301,8301,8301,2017-08-23,10,0,,0.0,0.0,0.0,0.0,398.6,321.61,1.24,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,22
8302,8302,8302,2017-08-23,11,1,Mobility/Recovery,60.0,2.0,120.0,300.0,438.6,368.21,1.19,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,22
8303,8303,8303,2017-08-23,11,1,Mobility/Recovery,60.0,3.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,22
8304,8304,8304,2017-08-23,12,1,Mobility/Recovery,45.0,2.0,90.0,90.0,317.9,293.93,1.08,8.0,8.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8305,8305,8305,2017-08-23,13,1,Mobility/Recovery,45.0,0.0,0.0,0.0,566.4,547.68,1.03,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,22
8306,8306,8306,2017-08-23,13,1,Mobility/Recovery,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,22
8307,8307,8307,2017-08-23,14,1,Mobility/Recovery,40.0,0.0,20.0,20.0,535.0,456.86,1.17,0.0,0.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,22
8308,8308,8308,2017-08-23,16,1,Mobility/Recovery,45.0,1.0,45.0,80.0,131.0,55.79,2.35,8.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8309,8309,8309,2017-08-23,16,1,Mobility/Recovery,35.0,1.0,35.0,0.0,0.0,0.0,0.0,8.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8310,8310,8310,2017-08-23,17,1,Mobility/Recovery,50.0,0.0,25.0,25.0,172.1,129.46,1.33,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,22
8311,8311,8311,2017-08-23,17,1,Strength,60.0,4.0,240.0,490.0,168.6,128.57,1.31,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,22
8312,8312,8312,2017-08-23,17,1,Conditioning,50.0,5.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,22
8313,8313,8313,2017-08-22,1,1,Strength,110.0,6.0,660.0,1080.0,500.7,195.61,2.56,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8314,8314,8314,2017-08-22,1,1,Conditioning,60.0,7.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8315,8315,8315,2017-08-22,2,1,Strength,90.0,6.0,540.0,845.0,495.0,125.18,3.95,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8316,8316,8316,2017-08-22,2,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8317,8317,8317,2017-08-22,2,1,Mobility/Recovery,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,21
8318,8318,8318,2017-08-22,3,1,Strength,90.0,6.0,540.0,840.0,615.0,500.18,1.23,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8319,8319,8319,2017-08-22,3,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8320,8320,8320,2017-08-22,4,1,Strength,110.0,6.0,660.0,1020.0,545.7,389.46,1.4,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8321,8321,8321,2017-08-22,4,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8322,8322,8322,2017-08-22,5,1,Strength,80.0,6.0,480.0,480.0,162.9,170.36,0.96,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8323,8323,8323,2017-08-22,6,1,Strength,105.0,8.0,840.0,1260.0,564.3,144.64,3.9,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8324,8324,8324,2017-08-22,6,1,Conditioning,60.0,7.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8325,8325,8325,2017-08-22,7,1,Strength,100.0,7.0,700.0,1000.0,580.7,387.32,1.5,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8326,8326,8326,2017-08-22,7,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8327,8327,8327,2017-08-22,8,1,Strength,90.0,8.0,720.0,1020.0,564.3,408.57,1.38,0.0,0.0,Somewhat,0,0,0,0,1,0,0,0,0,0,1,0,21
8328,8328,8328,2017-08-22,8,1,Conditioning,50.0,6.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Somewhat,0,0,0,1,0,0,0,0,0,0,1,0,21
8329,8329,8329,2017-08-22,9,1,Strength,60.0,6.0,360.0,360.0,248.6,257.14,0.97,9.0,9.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,21
8330,8330,8330,2017-08-22,9,1,Mobility/Recovery,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,21
8331,8331,8331,2017-08-22,10,1,Strength,100.0,6.0,600.0,960.0,443.6,321.61,1.38,0.0,10.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8332,8332,8332,2017-08-22,10,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,0.0,10.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8333,8333,8333,2017-08-22,11,1,Strength,90.0,7.0,630.0,840.0,537.1,357.5,1.5,8.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,21
8334,8334,8334,2017-08-22,11,1,Mobility/Recovery,45.0,2.0,90.0,0.0,0.0,0.0,0.0,8.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,21
8335,8335,8335,2017-08-22,11,1,Skills,60.0,2.0,120.0,0.0,0.0,0.0,0.0,8.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,21
8336,8336,8336,2017-08-22,12,1,Speed,90.0,4.0,360.0,660.0,412.1,290.71,1.42,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,21
8337,8337,8337,2017-08-22,12,1,Conditioning,60.0,5.0,300.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8338,8338,8338,2017-08-22,13,1,Strength,110.0,7.0,770.0,1310.0,707.9,547.68,1.29,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8339,8339,8339,2017-08-22,13,1,Conditioning,60.0,9.0,540.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8340,8340,8340,2017-08-22,14,1,Strength,90.0,7.0,630.0,1110.0,626.4,456.14,1.37,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8341,8341,8341,2017-08-22,14,1,Conditioning,60.0,8.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8342,8342,8342,2017-08-22,16,1,Strength,60.0,5.0,300.0,342.0,136.7,52.93,2.58,8.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,21
8343,8343,8343,2017-08-22,16,1,Conditioning,30.0,1.0,30.0,0.0,0.0,0.0,0.0,8.0,7.0,,0,0,0,1,0,0,0,0,0,0,0,1,21
8344,8344,8344,2017-08-22,16,1,Mobility/Recovery,25.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,7.0,,1,0,0,0,0,0,0,0,0,0,0,1,21
8345,8345,8345,2017-08-22,16,1,Speed,30.0,2.0,60.0,375.0,87.9,40.71,2.16,9.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,21
8346,8346,8346,2017-08-22,16,1,Strength,75.0,4.0,300.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,21
8347,8347,8347,2017-08-22,16,1,Skills,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,21
8348,8348,8348,2017-08-22,16,1,Mobility/Recovery,30.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,21
8349,8349,8349,2017-08-21,1,1,Speed,60.0,3.0,180.0,670.0,349.6,157.04,2.23,10.0,10.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8350,8350,8350,2017-08-21,1,1,Strength,90.0,5.0,450.0,0.0,0.0,0.0,0.0,10.0,10.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8351,8351,8351,2017-08-21,1,1,Skills,40.0,1.0,40.0,0.0,0.0,0.0,0.0,10.0,10.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8352,8352,8352,2017-08-21,2,1,Speed,50.0,3.0,150.0,575.0,380.0,95.0,4.0,9.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,20
8353,8353,8353,2017-08-21,2,1,Strength,60.0,5.0,300.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,20
8354,8354,8354,2017-08-21,2,1,Mobility/Recovery,10.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,20
8355,8355,8355,2017-08-21,2,1,Skills,60.0,2.0,120.0,0.0,0.0,0.0,0.0,9.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,20
8356,8356,8356,2017-08-21,3,1,Speed,60.0,5.0,300.0,1110.0,529.3,470.18,1.13,8.0,8.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,20
8357,8357,8357,2017-08-21,3,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,20
8358,8358,8358,2017-08-21,3,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,20
8359,8359,8359,2017-08-21,4,1,Speed,60.0,3.0,180.0,860.0,404.3,353.04,1.15,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8360,8360,8360,2017-08-21,4,1,Strength,100.0,5.0,500.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8361,8361,8361,2017-08-21,4,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8362,8362,8362,2017-08-21,5,1,Speed,60.0,5.0,300.0,660.0,94.3,153.21,0.62,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8363,8363,8363,2017-08-21,5,1,Strength,60.0,6.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8364,8364,8364,2017-08-21,6,1,Speed,50.0,4.0,200.0,920.0,398.6,99.64,4.0,7.0,5.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8365,8365,8365,2017-08-21,6,1,Strength,90.0,6.0,540.0,0.0,0.0,0.0,0.0,7.0,5.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8366,8366,8366,2017-08-21,6,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,7.0,5.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8367,8367,8367,2017-08-21,7,1,Speed,60.0,5.0,300.0,1200.0,446.4,351.61,1.27,7.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8368,8368,8368,2017-08-21,7,1,Strength,90.0,8.0,720.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8369,8369,8369,2017-08-21,7,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8370,8370,8370,2017-08-21,8,1,Skills,50.0,2.0,100.0,1070.0,422.9,372.14,1.14,0.0,0.0,Somewhat,0,0,1,0,0,0,0,0,0,0,1,0,20
8371,8371,8371,2017-08-21,8,1,Speed,50.0,5.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,Somewhat,0,0,0,0,0,0,1,0,0,0,1,0,20
8372,8372,8372,2017-08-21,8,1,Strength,90.0,8.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,Somewhat,0,0,0,0,1,0,0,0,0,0,1,0,20
8373,8373,8373,2017-08-21,9,1,Conditioning,60.0,6.0,360.0,360.0,241.4,244.29,0.99,9.0,9.0,Absolutely,0,0,0,1,0,0,0,0,0,1,0,0,20
8374,8374,8374,2017-08-21,9,1,Mobility/Recovery,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,20
8375,8375,8375,2017-08-21,10,1,Speed,45.0,4.0,180.0,810.0,323.6,287.32,1.13,10.0,10.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8376,8376,8376,2017-08-21,10,1,Strength,90.0,5.0,450.0,0.0,0.0,0.0,0.0,10.0,10.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8377,8377,8377,2017-08-21,10,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,10.0,10.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8378,8378,8378,2017-08-21,11,1,Speed,75.0,3.0,225.0,1065.0,475.0,327.5,1.45,8.0,10.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,20
8379,8379,8379,2017-08-21,11,1,Strength,120.0,5.0,600.0,0.0,0.0,0.0,0.0,8.0,10.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,20
8380,8380,8380,2017-08-21,11,1,Skills,75.0,2.0,150.0,0.0,0.0,0.0,0.0,8.0,10.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,20
8381,8381,8381,2017-08-21,11,1,Mobility/Recovery,45.0,2.0,90.0,0.0,0.0,0.0,0.0,8.0,10.0,Absolutely,1,0,0,0,0,0,0,0,0,1,0,0,20
8382,8382,8382,2017-08-21,12,1,Speed,60.0,3.0,180.0,660.0,326.4,267.14,1.22,8.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8383,8383,8383,2017-08-21,12,1,Strength,90.0,4.0,360.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8384,8384,8384,2017-08-21,12,1,Skills,60.0,2.0,120.0,0.0,0.0,0.0,0.0,8.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8385,8385,8385,2017-08-21,13,1,Speed,60.0,5.0,300.0,1110.0,520.7,500.89,1.04,7.0,7.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8386,8386,8386,2017-08-21,13,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8387,8387,8387,2017-08-21,13,1,Skills,60.0,3.0,180.0,0.0,0.0,0.0,0.0,7.0,7.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8388,8388,8388,2017-08-21,14,1,Speed,50.0,4.0,200.0,1100.0,471.0,416.5,1.13,8.0,6.0,Absolutely,0,0,0,0,0,0,1,0,0,1,0,0,20
8389,8389,8389,2017-08-21,14,1,Strength,90.0,7.0,630.0,0.0,0.0,0.0,0.0,8.0,6.0,Absolutely,0,0,0,0,1,0,0,0,0,1,0,0,20
8390,8390,8390,2017-08-21,14,1,Skills,90.0,3.0,270.0,0.0,0.0,0.0,0.0,8.0,6.0,Absolutely,0,0,1,0,0,0,0,0,0,1,0,0,20
8391,8391,8391,2017-08-21,15,0,,0.0,0.0,0.0,0.0,9.3,187.86,0.05,0.0,0.0,Somewhat,0,0,0,0,0,0,0,1,0,0,1,0,20
8392,8392,8392,2017-08-21,17,1,Speed,20.0,3.0,60.0,360.0,102.9,111.07,0.93,7.0,8.0,,0,0,0,0,0,0,1,0,0,0,0,1,20
8393,8393,8393,2017-08-21,17,1,Strength,60.0,4.0,240.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,0,0,1,0,0,0,0,0,0,1,20
8394,8394,8394,2017-08-21,17,1,Skills,60.0,1.0,60.0,0.0,0.0,0.0,0.0,7.0,8.0,,0,0,1,0,0,0,0,0,0,0,0,1,20
8395,8395,8395,2017-08-20,2,0,,0.0,0.0,0.0,0.0,297.9,74.46,4.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,19
8396,8396,8396,2017-08-20,3,0,,0.0,0.0,0.0,0.0,525.0,430.54,1.22,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,19
8397,8397,8397,2017-08-20,6,0,,0.0,0.0,0.0,0.0,267.1,66.79,4.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,19
8398,8398,8398,2017-08-20,7,0,,0.0,0.0,0.0,0.0,422.9,308.75,1.37,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,19
8399,8399,8399,2017-08-20,8,0,,0.0,0.0,0.0,0.0,408.6,333.93,1.22,0.0,0.0,Somewhat,0,0,0,0,0,0,0,1,0,0,1,0,19
8400,8400,8400,2017-08-20,9,1,Strength,90.0,5.0,450.0,820.0,267.1,231.43,1.15,9.0,9.0,,0,0,0,0,1,0,0,0,0,0,0,1,19
8401,8401,8401,2017-08-20,9,1,Conditioning,60.0,6.0,360.0,0.0,0.0,0.0,0.0,9.0,9.0,,0,0,0,1,0,0,0,0,0,0,0,1,19
8402,8402,8402,2017-08-20,9,1,Mobility/Recovery,20.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,9.0,,1,0,0,0,0,0,0,0,0,0,0,1,19
8403,8403,8403,2017-08-20,11,0,,0.0,0.0,0.0,0.0,422.9,289.46,1.46,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,19
8404,8404,8404,2017-08-20,12,0,,0.0,0.0,0.0,0.0,317.9,243.57,1.31,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,19
8405,8405,8405,2017-08-20,13,1,Mobility/Recovery,60.0,0.0,0.0,0.0,529.3,461.25,1.15,0.0,0.0,Not at all,1,0,0,0,0,0,0,0,1,0,0,0,19
8406,8406,8406,2017-08-20,15,0,,0.0,0.0,0.0,0.0,9.3,187.86,0.05,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,19
8407,8407,8407,2017-08-20,16,0,,0.0,0.0,0.0,0.0,51.4,27.32,1.88,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,19
8408,8408,8408,2017-08-19,1,0,,0.0,0.0,0.0,0.0,352.4,133.11,2.65,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,18
8409,8409,8409,2017-08-19,2,0,,0.0,0.0,0.0,0.0,297.9,74.46,4.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,18
8410,8410,8410,2017-08-19,3,0,,0.0,0.0,0.0,0.0,670.7,430.54,1.56,0.0,0.0,Absolutely,0,0,0,0,0,0,0,1,0,1,0,0,18
8411,8411,8411,2017-08-19,5,0,,0.0,0.0,0.0,0.0,102.9,129.64,0.79,0.0,0.0,Not at all,0,0,0,0,0,0,0,1,1,0,0,0,18
8412,8412,8412,2017-08-19,6,0,,0.0,0.0,0.0,0.0,267.1,66.79,4.0,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,18
