"","X","Unnamed..0","Date","PlayerID","Training","SessionType","Duration","RPE","SessionLoad","DailyLoad","AcuteLoad","ChronicLoad","AcuteChronicRatio","ObjectiveRating","FocusRating","BestOutOfMyself","SessionTypeMobility.Recovery","SessionTypeGame","SessionTypeSkills","SessionTypeConditioning","SessionTypeStrength","SessionTypeCombat","SessionTypeSpeed","SessionTypeUnknown","BestOutOfMyselfNotAtAll","BestOutOfMyselfAbsolutely","BestOutOfMyselfSomewhat","BestOutOfMyselfUnknown","TimeSinceAugFirst"
"7635",7634,7634,"2017-09-19",9,1,"Conditioning",90,7,630,660,520.7,398.11,1.31,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,49
"7636",7635,7635,"2017-09-19",9,1,"Mobility/Recovery",30,1,30,580,299.3,334.29,0.92,9,9,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,49
"7637",7636,7636,"2017-09-19",10,1,"Speed",30,2,60,340,157.9,234.61,0.67,0,8,"",0,0,0,0,0,0,1,0,0,0,0,1,49
"7638",7637,7637,"2017-09-19",10,1,"Skills",20,0,10,580,299.3,334.29,0.92,0,8,"",0,0,1,0,0,0,0,0,0,0,0,1,49
"7639",7638,7638,"2017-09-19",10,1,"Conditioning",30,7,210,580,299.3,334.29,0.92,0,8,"",0,0,0,1,0,0,0,0,0,0,0,1,49
"7640",7639,7639,"2017-09-19",10,1,"Mobility/Recovery",20,3,60,580,299.3,334.29,0.92,0,8,"",1,0,0,0,0,0,0,0,0,0,0,1,49
"7641",7640,7640,"2017-09-19",11,1,"Conditioning",30,2,60,455,362.9,521.61,0.7,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,49
"7642",7641,7641,"2017-09-19",11,1,"Skills",25,2,50,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,49
"7643",7642,7642,"2017-09-19",11,1,"Combat",40,6,240,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,0,1,0,0,0,1,0,0,49
"7644",7643,7643,"2017-09-19",11,1,"Mobility/Recovery",35,3,105,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,49
"7645",7644,7644,"2017-09-19",12,1,"Conditioning",60,4,240,420,164.3,205.36,0.8,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,49
"7646",7645,7645,"2017-09-19",12,1,"Combat",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,49
"7647",7646,7646,"2017-09-19",13,1,"Conditioning",60,9,540,930,315,517.68,0.61,7,9,"",0,0,0,1,0,0,0,0,0,0,0,1,49
"7648",7647,7647,"2017-09-19",13,1,"Combat",60,5,300,580,299.3,334.29,0.92,7,9,"",0,0,0,0,0,1,0,0,0,0,0,1,49
"7649",7648,7648,"2017-09-19",13,1,"Skills",30,3,90,580,299.3,334.29,0.92,7,9,"",0,0,1,0,0,0,0,0,0,0,0,1,49
"7650",7649,7649,"2017-09-19",14,1,"Conditioning",60,6,360,540,220.7,343.57,0.64,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,49
"7651",7650,7650,"2017-09-19",14,1,"Combat",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,49
"7652",7651,7651,"2017-09-19",15,1,"Conditioning",40,7,280,440,142.9,45.71,3.13,5,6,"",0,0,0,1,0,0,0,0,0,0,0,1,49
"7653",7652,7652,"2017-09-19",15,1,"Combat",40,4,160,580,299.3,334.29,0.92,5,6,"",0,0,0,0,0,1,0,0,0,0,0,1,49
"7654",7653,7653,"2017-09-19",16,1,"Mobility/Recovery",60,1,60,435,245,308.25,0.79,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,49
"7655",7654,7654,"2017-09-19",16,1,"Strength",75,5,375,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,49
"7656",7655,7655,"2017-09-19",17,0,"",60,4,216,580,299.3,103.75,0.92,8,8,"Somewhat",0,0,0,0,0,0,0,1,0,0,1,0,49
"7657",7656,7656,"2017-09-18",1,1,"Speed",45,3,135,615,145,262.82,0.55,10,10,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,48
"7658",7657,7657,"2017-09-18",1,1,"Skills",60,2,120,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,48
"7659",7658,7658,"2017-09-18",1,1,"Strength",90,4,360,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,48
"7660",7659,7659,"2017-09-18",1,0,"",60,4,216,580,57.1,240.86,0.24,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,48
"7661",7660,7660,"2017-09-18",2,1,"Skills",60,3,180,1035,330.4,341,0.97,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7662",7661,7661,"2017-09-18",2,1,"Strength",90,8,720,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7663",7662,7662,"2017-09-18",2,1,"Speed",45,3,135,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7664",7663,7663,"2017-09-18",3,0,"",60,4,216,580,299.3,378.57,0.92,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,48
"7665",7664,7664,"2017-09-18",4,1,"Speed",45,3,135,795,166.4,301.25,0.55,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7666",7665,7665,"2017-09-18",4,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7667",7666,7666,"2017-09-18",4,1,"Strength",120,4,480,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7668",7667,7667,"2017-09-18",5,1,"Speed",45,4,180,630,90,51.25,1.76,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7669",7668,7668,"2017-09-18",5,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7670",7669,7669,"2017-09-18",6,1,"Speed",45,4,180,900,180,262.07,0.69,8,9,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,48
"7671",7670,7670,"2017-09-18",6,1,"Skills",60,2,120,580,299.3,334.29,0.92,8,9,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,48
"7672",7671,7671,"2017-09-18",6,1,"Strength",120,5,600,580,299.3,334.29,0.92,8,9,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,48
"7673",7672,7672,"2017-09-18",7,1,"Speed",45,5,225,1125,214.3,394.71,0.54,7,8,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7674",7673,7673,"2017-09-18",7,1,"Skills",60,3,180,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7675",7674,7674,"2017-09-18",7,1,"Strength",120,6,720,580,299.3,334.29,0.92,7,8,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7676",7675,7675,"2017-09-18",8,1,"Speed",45,3,135,780,149.3,418.75,0.36,8,5,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7677",7676,7676,"2017-09-18",8,1,"Skills",75,3,225,580,299.3,334.29,0.92,8,5,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7678",7677,7677,"2017-09-18",8,1,"Strength",105,4,420,580,299.3,334.29,0.92,8,5,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7679",7678,7678,"2017-09-18",9,1,"Strength",120,1,1200,1560,506.7,385.25,1.32,9,9,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,48
"7680",7679,7679,"2017-09-18",9,1,"Conditioning",60,6,360,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,48
"7681",7680,7680,"2017-09-18",10,1,"Speed",50,4,200,765,152.1,222.46,0.68,4,8,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7682",7681,7681,"2017-09-18",10,1,"Skills",30,0,15,580,299.3,334.29,0.92,4,8,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7683",7682,7682,"2017-09-18",10,1,"Strength",110,5,550,580,299.3,334.29,0.92,4,8,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7684",7683,7683,"2017-09-18",11,1,"Speed",60,3,180,1050,372.1,516.07,0.72,7,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,48
"7685",7684,7684,"2017-09-18",11,1,"Speed",20,3,60,580,299.3,334.29,0.92,7,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,48
"7686",7685,7685,"2017-09-18",11,1,"Skills",60,2,120,580,299.3,334.29,0.92,7,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,48
"7687",7686,7686,"2017-09-18",11,1,"Strength",120,5,600,580,299.3,334.29,0.92,7,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,48
"7688",7687,7687,"2017-09-18",11,1,"Mobility/Recovery",45,2,90,580,299.3,334.29,0.92,7,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,48
"7689",7688,7688,"2017-09-18",12,1,"Speed",45,3,135,585,104.3,193.57,0.54,7,8,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7690",7689,7689,"2017-09-18",12,1,"Skills",45,2,90,580,299.3,334.29,0.92,7,8,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7691",7690,7690,"2017-09-18",12,1,"Strength",90,4,360,580,299.3,334.29,0.92,7,8,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7692",7691,7691,"2017-09-18",13,1,"Speed",45,5,225,855,205,484.46,0.42,9,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,48
"7693",7692,7692,"2017-09-18",13,1,"Skills",60,3,180,580,299.3,334.29,0.92,9,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,48
"7694",7693,7693,"2017-09-18",13,1,"Strength",90,5,450,580,299.3,334.29,0.92,9,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,48
"7695",7694,7694,"2017-09-18",13,1,"Mobility/Recovery",30,0,0,580,299.3,334.29,0.92,9,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,48
"7696",7695,7695,"2017-09-18",14,1,"Speed",45,3,135,735,177.9,325,0.55,7,6,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7697",7696,7696,"2017-09-18",14,1,"Skills",60,2,120,580,299.3,334.29,0.92,7,6,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7698",7697,7697,"2017-09-18",14,1,"Strength",120,4,480,580,299.3,334.29,0.92,7,6,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7699",7698,7698,"2017-09-18",15,1,"Speed",40,3,120,560,80,30,2.67,8,9,"",0,0,0,0,0,0,1,0,0,0,0,1,48
"7700",7699,7699,"2017-09-18",15,1,"Skills",40,2,80,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,48
"7701",7700,7700,"2017-09-18",15,1,"Strength",120,3,360,580,299.3,334.29,0.92,8,9,"",0,0,0,0,1,0,0,0,0,0,0,1,48
"7702",7701,7701,"2017-09-18",16,1,"Speed",45,4,180,780,281.4,295.57,0.95,8,8,"Somewhat",0,0,0,0,0,0,1,0,0,0,1,0,48
"7703",7702,7702,"2017-09-18",16,1,"Skills",60,0,0,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,1,0,0,0,0,0,0,0,1,0,48
"7704",7703,7703,"2017-09-18",16,1,"Strength",90,6,540,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,0,0,1,0,0,0,0,0,1,0,48
"7705",7704,7704,"2017-09-18",16,1,"Mobility/Recovery",60,1,60,580,299.3,334.29,0.92,8,8,"Somewhat",1,0,0,0,0,0,0,0,0,0,1,0,48
"7706",7705,7705,"2017-09-17",2,0,"",60,4,216,580,238.3,334.21,0.71,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7707",7706,7706,"2017-09-17",3,0,"",60,4,216,580,34.3,408.57,0.08,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,47
"7708",7707,7707,"2017-09-17",6,0,"",60,4,216,580,60,274.93,0.22,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7709",7708,7708,"2017-09-17",7,0,"",60,4,216,580,66.4,390.25,0.17,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7710",7709,7709,"2017-09-17",8,0,"",60,4,216,580,63.6,427.32,0.15,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7711",7710,7710,"2017-09-17",9,0,"",60,4,216,580,382.4,342.39,1.12,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7712",7711,7711,"2017-09-17",10,0,"",60,4,216,580,42.9,229.43,0.19,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7713",7712,7712,"2017-09-17",11,0,"",60,4,216,580,320.7,508.57,0.63,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,47
"7714",7713,7713,"2017-09-17",12,0,"",60,4,216,580,20.7,196.25,0.11,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,47
"7715",7714,7714,"2017-09-17",13,1,"Mobility/Recovery",60,0,30,30,131.4,500.71,0.26,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,47
"7716",7715,7715,"2017-09-17",16,0,"",60,4,216,580,98.6,275.46,0.36,8,8,"Somewhat",0,0,0,0,0,0,0,1,0,0,1,0,47
"7717",7716,7716,"2017-09-16",1,1,"Conditioning",50,3,150,150,87.1,303.36,0.29,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,46
"7718",7717,7717,"2017-09-16",1,1,"Strength",40,1,40,40,40,291.57,0.14,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,46
"7719",7718,7718,"2017-09-16",2,0,"",60,4,216,580,294,354.75,0.83,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,46
"7720",7719,7719,"2017-09-16",3,0,"",60,4,216,580,51.4,448.21,0.11,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,46
"7721",7720,7720,"2017-09-16",7,0,"",60,4,216,580,83.6,433.11,0.19,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,46
"7722",7721,7721,"2017-09-16",8,0,"",60,4,216,580,82.9,465.54,0.18,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,46
"7723",7722,7722,"2017-09-16",10,0,"",60,4,216,580,42.9,258.36,0.17,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,46
"7724",7723,7723,"2017-09-16",11,0,"",60,4,216,580,320.7,546.61,0.59,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,46
"7725",7724,7724,"2017-09-16",13,1,"Mobility/Recovery",45,0,22,22,178.6,539.29,0.33,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,46
"7726",7725,7725,"2017-09-16",16,0,"",60,4,216,580,177.9,275.46,0.65,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,46
"7727",7726,7726,"2017-09-15",1,1,"Conditioning",60,3,180,180,60,296.57,0.2,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,45
"7728",7727,7727,"2017-09-15",2,1,"Conditioning",30,5,150,383,294,354.75,0.83,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,45
"7729",7728,7728,"2017-09-15",2,1,"Strength",45,5,225,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,45
"7730",7729,7729,"2017-09-15",2,1,"Mobility/Recovery",15,0,8,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,45
"7731",7730,7730,"2017-09-15",3,0,"",60,4,216,580,51.4,448.21,0.11,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,45
"7732",7731,7731,"2017-09-15",6,1,"Speed",45,4,180,180,60,307.79,0.19,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,45
"7733",7732,7732,"2017-09-15",7,1,"Conditioning",30,3,90,135,83.6,433.11,0.19,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,45
"7734",7733,7733,"2017-09-15",7,1,"Conditioning",15,3,45,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,45
"7735",7734,7734,"2017-09-15",8,1,"Speed",30,2,60,160,82.9,465.54,0.18,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,45
"7736",7735,7735,"2017-09-15",8,1,"Conditioning",20,5,100,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,45
"7737",7736,7736,"2017-09-15",9,1,"Strength",120,5,600,780,525.3,384.54,1.37,9,9,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,45
"7738",7737,7737,"2017-09-15",9,1,"Conditioning",30,6,180,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,45
"7739",7738,7738,"2017-09-15",11,1,"Conditioning",65,6,390,525,320.7,546.61,0.59,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,45
"7740",7739,7739,"2017-09-15",11,1,"Mobility/Recovery",45,3,135,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,45
"7741",7740,7740,"2017-09-15",12,1,"Speed",35,3,105,105,20.7,219.82,0.09,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,45
"7742",7741,7741,"2017-09-15",13,1,"Speed",40,3,120,233,175.4,538.5,0.33,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,45
"7743",7742,7742,"2017-09-15",13,1,"Conditioning",15,7,105,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,45
"7744",7743,7743,"2017-09-15",13,1,"Mobility/Recovery",30,0,0,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,45
"7745",7744,7744,"2017-09-15",13,1,"Strength",15,0,8,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,45
"7746",7745,7745,"2017-09-15",14,1,"Conditioning",45,3,135,135,72.9,377.68,0.19,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,45
"7747",7746,7746,"2017-09-15",16,1,"Speed",50,4,200,500,249.3,293.32,0.85,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,45
"7748",7747,7747,"2017-09-15",16,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,45
"7749",7748,7748,"2017-09-14",1,1,"Strength",30,1,30,30,34.3,290.14,0.12,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,44
"7750",7749,7749,"2017-09-14",2,1,"Skills",40,6,240,720,239.3,341.07,0.7,8,8,"Somewhat",0,0,1,0,0,0,0,0,0,0,1,0,44
"7751",7750,7750,"2017-09-14",2,1,"Speed",20,3,60,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,0,0,0,0,1,0,0,0,1,0,44
"7752",7751,7751,"2017-09-14",2,1,"Strength",60,7,420,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,0,0,1,0,0,0,0,0,1,0,44
"7753",7752,7752,"2017-09-14",3,0,"",60,4,216,580,51.4,448.21,0.11,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,44
"7754",7753,7753,"2017-09-14",4,1,"Speed",30,2,60,120,142.9,340,0.42,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,44
"7755",7754,7754,"2017-09-14",4,1,"Conditioning",20,3,60,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,44
"7756",7755,7755,"2017-09-14",7,1,"Strength",60,4,240,240,64.3,428.29,0.15,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,44
"7757",7756,7756,"2017-09-14",8,1,"Strength",30,2,60,75,60,459.82,0.13,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,44
"7758",7757,7757,"2017-09-14",8,1,"Mobility/Recovery",30,0,15,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,44
"7759",7758,7758,"2017-09-14",9,1,"Strength",75,5,375,645,372.1,336.61,1.11,10,10,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,44
"7760",7759,7759,"2017-09-14",9,1,"Conditioning",30,8,240,580,299.3,334.29,0.92,10,10,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,44
"7761",7760,7760,"2017-09-14",9,1,"Mobility/Recovery",60,0,30,580,299.3,334.29,0.92,10,10,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,44
"7762",7761,7761,"2017-09-14",10,0,"",60,4,216,580,42.9,258.36,0.17,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,44
"7763",7762,7762,"2017-09-14",11,1,"Strength",75,5,375,510,245.7,527.86,0.47,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,44
"7764",7763,7763,"2017-09-14",11,1,"Mobility/Recovery",45,3,135,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,44
"7765",7764,7764,"2017-09-14",12,1,"Strength",20,2,40,40,5.7,216.07,0.03,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,44
"7766",7765,7765,"2017-09-14",13,1,"Strength",45,3,135,135,142.1,530.18,0.27,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,44
"7767",7766,7766,"2017-09-14",13,1,"Mobility/Recovery",45,0,0,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,44
"7768",7767,7767,"2017-09-14",14,1,"Conditioning",45,3,135,135,213.6,372.86,0.57,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,44
"7769",7768,7768,"2017-09-14",16,0,"",60,4,216,580,177.9,275.46,0.65,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,44
"7770",7769,7769,"2017-09-13",1,0,"",60,4,216,580,107.1,333.54,0.32,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,43
"7771",7770,7770,"2017-09-13",2,1,"Skills",35,5,175,175,255.7,357.32,0.72,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,43
"7772",7771,7771,"2017-09-13",3,0,"",60,4,216,580,180,501.25,0.36,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,43
"7773",7772,7772,"2017-09-13",4,1,"Strength",70,3,210,250,125.7,379.29,0.33,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,43
"7774",7773,7773,"2017-09-13",4,1,"Conditioning",20,2,40,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,43
"7775",7774,7774,"2017-09-13",6,1,"Strength",60,3,180,180,165.7,343.14,0.48,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,43
"7776",7775,7775,"2017-09-13",7,0,"",60,4,216,580,158.6,467.57,0.34,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,43
"7777",7776,7776,"2017-09-13",8,1,"Mobility/Recovery",30,1,30,30,200.7,502.14,0.4,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,43
"7778",7777,7777,"2017-09-13",9,1,"Conditioning",60,9,540,562,360.3,333.64,1.08,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,43
"7779",7778,7778,"2017-09-13",9,1,"Mobility/Recovery",45,0,22,580,299.3,334.29,0.92,9,9,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,43
"7780",7779,7779,"2017-09-13",10,1,"Strength",75,4,300,300,128.6,294.79,0.44,0,0,"",0,0,0,0,1,0,0,0,0,0,0,1,43
"7781",7780,7780,"2017-09-13",11,1,"Strength",90,5,450,520,337.9,540.54,0.63,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,43
"7782",7781,7781,"2017-09-13",11,1,"Mobility/Recovery",35,2,70,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,43
"7783",7782,7782,"2017-09-13",12,0,"",60,4,216,580,83.6,243.75,0.34,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,43
"7784",7783,7783,"2017-09-13",13,1,"Skills",40,4,160,160,245,580.54,0.42,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,43
"7785",7784,7784,"2017-09-13",14,1,"Strength",60,2,120,240,262.9,422.14,0.62,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,43
"7786",7785,7785,"2017-09-13",14,1,"Conditioning",60,2,120,580,299.3,334.29,0.92,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,43
"7787",7786,7786,"2017-09-13",16,1,"Strength",75,6,450,690,261.1,279.75,0.93,8,0,"",0,0,0,0,1,0,0,0,0,0,0,1,43
"7788",7787,7787,"2017-09-13",16,1,"Conditioning",30,4,120,580,299.3,334.29,0.92,8,0,"",0,0,0,1,0,0,0,0,0,0,0,1,43
"7789",7788,7788,"2017-09-13",16,1,"Mobility/Recovery",60,2,120,580,299.3,334.29,0.92,8,0,"",1,0,0,0,0,0,0,0,0,0,0,1,43
"7790",7789,7789,"2017-09-12",1,1,"Strength",60,2,120,120,167.1,351.75,0.48,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,42
"7791",7790,7790,"2017-09-12",2,1,"Skills",30,3,90,390,346.4,382.14,0.91,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,42
"7792",7791,7791,"2017-09-12",2,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,42
"7793",7792,7792,"2017-09-12",3,1,"Strength",60,4,240,240,282.9,532.32,0.53,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,42
"7794",7793,7793,"2017-09-12",6,1,"Speed",30,2,60,60,182.9,358.14,0.51,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,42
"7795",7794,7794,"2017-09-12",7,1,"Strength",30,3,90,90,267.9,486.32,0.55,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,42
"7796",7795,7795,"2017-09-12",8,1,"Strength",60,3,180,180,319.3,522.5,0.61,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,42
"7797",7796,7796,"2017-09-12",9,1,"Strength",90,6,540,690,365.7,320.71,1.14,9,9,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,42
"7798",7797,7797,"2017-09-12",9,1,"Conditioning",30,5,150,580,299.3,334.29,0.92,9,9,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,42
"7799",7798,7798,"2017-09-12",11,1,"Conditioning",40,3,120,690,417.9,557.32,0.75,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,42
"7800",7799,7799,"2017-09-12",11,1,"Strength",100,5,500,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,42
"7801",7800,7800,"2017-09-12",11,1,"Mobility/Recovery",35,2,70,580,299.3,334.29,0.92,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,42
"7802",7801,7801,"2017-09-12",13,1,"Skills",30,3,90,340,366.4,610.18,0.6,9,9,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,42
